connection,attention,meditation,delta, theta, low alpha, high alpha, low beta, high beta, low gamma, high gamma, id
0,60,38,1793565,428094,42907,51068,16277,648642,8748,7668,1
0,50,38,1020506,296371,19291,35254,16315,40905,17257,1821,1
0,47,26,110185,36692,12535,5198,22558,31413,766,674,1
0,67,16,593652,111937,17487,49153,81661,366182,27039,5087,1
0,63,26,1649068,171033,33779,39687,6715,135022,1974,2395,1
0,60,26,1439118,184907,21315,18847,53788,16723,44256,4255,1
0,44,38,1675825,82105,23707,53519,19217,14343,50121,3336,1
0,30,43,1053499,634276,140961,94358,141030,331495,24679,11786,1
0,23,43,1187908,285357,31952,51833,5963,79001,5561,1744,1
0,35,60,211763,22968,5444,29319,1727,23122,860,879,1
0,43,57,45502,31735,5862,20112,2569,14723,3217,712,1
0,44,60,618133,156040,18419,50194,9396,106154,6610,3211,1
26,44,60,101317,5301,1372,1404,1614,6871,183,173,1
0,54,54,101330,28185,6401,3134,15979,29368,2044,773,1
0,61,48,86389,16084,12037,12195,6016,32876,1132,496,1
26,61,48,167119,10343,12998,14272,6689,28845,1091,1024,1
0,75,47,569904,18741,10100,54333,22505,100897,4145,1406,1
0,61,54,2192518,544999,209710,157801,71078,80739,113949,9945,1
0,43,53,186325,100255,6684,7261,1808,9582,3431,1241,1
26,43,53,32683,7367,1868,3353,335,5454,919,262,1
0,43,40,276335,35818,2109,5925,13754,31596,1422,962,1
0,35,34,71257,49383,3621,15705,1959,35469,1007,443,1
0,48,26,62361,47826,10188,10512,2354,30254,1179,405,1
0,70,34,581139,7830,4390,7549,4755,29723,1117,606,1
0,60,53,984524,94522,43721,71330,11867,44186,15841,2818,1
0,63,53,716252,80907,8479,38558,12072,94113,2301,2682,1
0,67,48,519883,84578,15859,17132,42191,90239,3385,1481,1
0,69,41,2608942,47414,10580,11022,8042,122511,9334,1822,1
26,69,41,616964,43580,2984,5251,3345,10426,4325,778,1
0,64,43,302186,104388,76910,44528,9349,27667,27220,1627,1
0,57,41,633401,266265,25549,54988,2739,108985,9698,1671,1
0,61,44,57740,20952,3962,10690,4425,33174,812,1048,1
0,53,54,77664,27246,4191,17613,5541,27470,1572,1479,1
0,63,43,171428,33461,6114,9476,7366,21665,1316,585,1
0,66,53,588759,69777,31115,59523,7314,83903,12916,3067,1
26,66,53,340445,32949,3232,10342,2581,12472,4645,961,1
0,64,63,114893,6749,5652,20947,5619,25159,1450,926,1
26,64,63,367001,21052,2577,15564,3566,11045,2116,663,1
26,64,63,487189,20172,4514,6752,10114,25370,766,854,1
26,64,63,587083,64361,11824,14728,19668,7606,5237,1542,1
0,63,64,826893,105118,25508,79358,19204,106125,1728,2602,1
0,54,77,749304,89120,9352,108281,9094,40203,21226,4728,1
0,56,74,189426,127136,23192,90354,8323,148585,6294,4984,1
0,53,69,2207023,479672,110750,303094,39360,375307,16166,21336,1
0,53,69,1054008,96660,39769,51314,34768,93645,11909,2809,1
0,54,53,2179271,507370,44863,95267,117933,173617,49462,6642,1
26,54,53,819411,67045,5729,7262,1564,4606,5445,926,1
0,40,41,2475987,202120,19048,11033,39270,21335,23508,5320,1
0,41,38,1496312,91631,30782,30677,24433,81738,12556,7729,1
0,24,24,965181,475202,55250,13310,60828,37433,19449,3051,1
0,37,34,199723,7186,8861,7543,18635,25141,985,713,1
0,51,44,1205917,93216,25138,42890,7417,104140,5636,2591,1
0,44,38,754067,34833,2313,6673,5806,9086,8749,1224,1
0,64,51,110854,15513,7720,15921,2565,30854,227,1006,1
26,64,51,484638,6288,7750,5493,14566,28484,2416,1085,1
0,54,54,1579958,86133,16709,61835,44388,48941,12661,3344,1
0,50,50,83654,25602,7397,3234,7151,13266,8352,563,1
0,43,56,906795,146839,13590,47226,28616,16717,8617,2280,1
0,24,47,1282398,298763,13446,50301,42416,32125,22089,3443,1
0,26,37,2221450,87153,10000,21842,43450,37504,22903,2601,1
0,29,34,122802,40152,1480,10922,10704,28704,636,526,1
0,41,35,604391,50458,17251,32577,37587,36120,45292,2165,1
26,41,35,1253811,34350,4804,2638,13359,4044,3306,3532,1
0,44,47,519094,143065,43460,58737,19602,29226,14171,12474,1
0,41,64,1657070,56325,59286,94179,24782,45129,18441,4810,1
0,38,78,273607,86675,7710,103058,20383,79588,5234,3498,1
26,38,78,56196,5062,3226,805,2784,7702,177,402,1
0,41,77,1034123,141437,49082,58851,36144,137556,8553,3273,1
0,53,78,851796,29678,12921,66982,18308,70986,33961,3062,1
0,57,75,378058,43845,39091,54836,14239,59567,11644,6982,1
0,66,75,70209,13896,4323,26416,3834,38921,2089,985,1
0,53,63,763480,398143,9367,46171,4361,50839,45773,3880,1
0,43,51,152925,63889,2815,11896,1755,14435,3810,777,1
0,41,50,430757,141755,41660,92800,6037,94604,5023,4071,1
0,44,40,167780,8913,5553,4230,3834,27984,1056,652,1
0,63,41,787921,101245,7171,33885,10594,162193,4425,2141,1
26,63,41,658587,72324,9409,28621,3612,8811,5916,887,1
0,69,48,1190051,241112,71175,130608,103992,214610,67214,12265,1
26,69,48,495633,23038,3455,7650,6757,26164,1507,772,1
0,83,38,35230,13122,955,10600,4092,38721,998,705,1
26,83,38,201550,45974,9417,3296,14885,31393,730,1151,1
0,75,38,1316801,104059,20804,40518,21902,95806,5801,2556,1
0,63,53,696213,94251,17092,84063,11842,45295,37566,5135,1
0,54,61,1045603,119329,64813,59974,13264,37962,24024,4401,1
0,50,70,588959,24430,34870,56256,16574,92571,5739,6461,1
0,35,81,335608,37553,6939,25997,7125,6295,5602,1496,1
0,37,81,136891,13726,3533,16749,3282,11782,5710,520,1
0,37,74,60265,44899,7528,11109,8343,10596,4012,1751,1
0,24,80,1683962,77455,77637,114702,12909,47782,14559,2264,1
0,34,83,1279473,59389,30755,80903,13657,47178,57781,3711,1
26,34,83,226798,47230,31483,19430,5257,52693,5179,509,1
26,34,83,478325,34363,9462,27367,1859,15580,7972,1882,1
0,29,80,369247,142362,87240,29200,49385,49837,52112,3554,1
26,29,80,446679,86475,6842,26532,1300,42579,1956,680,1
26,20,80,239818,39358,3758,61674,38835,23362,21597,12049,0
26,20,80,71305,23037,22957,13882,12638,15655,37853,15795,0
26,20,80,1002313,203490,221912,146219,181700,59244,94656,67995,0
26,20,80,205684,135588,4001,14149,13179,24815,10420,4144,0
26,20,80,2606123,132441,96981,125967,55804,152649,60783,60508,0
26,20,80,1730984,299630,300545,141940,61874,132006,77777,29971,0
26,20,80,1210691,357035,70123,113181,32617,92546,67789,35528,0
26,20,80,38539,4486,6700,5105,2040,6139,2271,3907,0
26,20,80,839474,276519,252063,307373,46317,69807,61986,44949,0
26,20,80,547828,63712,16411,22553,23188,32639,21440,28821,0
26,20,80,806189,50435,7560,12496,37191,13150,15198,13183,0
26,20,80,1259654,259438,59855,108422,76972,71754,53519,35030,0
26,20,80,185948,106078,8553,13373,24926,12468,18187,7373,0
26,20,80,1034958,18778,4166,38611,20027,13160,16470,27107,0
26,20,80,1809210,123188,82835,45312,206574,112829,70184,48534,0
26,20,80,801605,33314,13146,5551,9943,15187,17736,6305,0
26,20,80,2120618,321439,180351,54343,127984,104526,151184,46974,0
26,20,80,1185651,416308,26322,155480,99044,143534,143617,42744,0
26,20,80,90611,27077,34040,38136,29531,14237,20322,12998,0
26,20,80,159934,17537,7723,10654,20251,7724,36755,16215,0
26,20,80,917404,277054,162715,30918,24026,67044,294299,25114,0
26,20,80,491687,42496,6487,1673,21252,14048,23770,9080,0
26,20,80,38018,24141,868,428,13022,6303,4506,7995,0
26,20,80,591365,210327,215872,73005,31826,58377,104569,64632,0
26,20,80,2314845,470286,78943,45025,44163,46249,93550,64234,0
26,20,80,1105418,504579,3547,178772,87835,72896,23040,48002,0
26,20,80,1048757,226886,36413,142857,110770,72345,71577,30912,0
26,20,80,2112781,454326,45562,149335,112820,145035,57022,47852,0
26,20,80,897933,327366,123414,239019,31385,139015,63881,37047,0
26,20,80,777487,180751,316026,55990,27313,68789,67946,81788,0
26,20,80,2919231,120120,136272,19549,65045,82398,110442,47161,0
26,20,80,1188250,161239,49210,293107,53267,146884,46076,37312,0
26,20,80,1321637,49707,7863,5309,13269,10373,3144,6418,0
26,20,80,247169,164674,7475,15080,30949,14628,19022,28733,0
26,20,80,812937,1325167,77882,72538,30089,49053,23902,18219,0
26,20,80,486929,62242,12801,9150,9487,11076,9839,10642,0
26,20,80,1198145,77858,17768,13708,209541,32610,49604,50748,0
26,20,80,2489914,707919,101141,70237,40645,75195,52905,28525,0
26,20,80,2155759,168895,37959,49993,170578,95525,93534,85867,0
26,20,80,1109537,79136,20905,503377,22032,196354,106987,40452,0
26,20,80,497336,59277,53450,109485,62334,94426,62538,77415,0
26,20,80,2089757,146816,112541,139899,158078,126091,61011,35876,0
26,20,80,1899695,509017,14731,33502,27492,88343,59134,36599,0
26,20,80,1371841,107583,63051,10415,112765,73316,38125,75409,0
26,20,80,275911,643159,74507,227690,58834,57067,38759,50024,0
26,20,80,1395300,193830,62706,34602,30039,102147,74370,54744,0
26,20,80,267667,64617,10702,25049,11981,27121,40440,10850,0
26,20,80,2333497,93946,25544,22759,94613,62204,73958,20889,0
26,20,80,449915,237682,60479,90388,67440,50055,33212,46177,0
26,20,80,757570,39419,4660,15837,26170,15307,74181,19973,0
26,20,80,645915,90768,15489,6543,19897,20140,13430,10137,0
26,20,80,976606,36522,5702,9722,24700,9006,17096,9589,0
26,20,80,2021522,915266,271674,109402,104799,79004,133388,39627,0
26,20,80,303581,14197,3549,37172,47993,43175,20127,12842,0
26,20,80,940923,138566,174987,53930,73959,65420,61206,39567,0
26,20,80,1235484,32613,4959,9898,26472,10501,13964,16461,0
26,20,80,110254,68969,27547,39050,13808,18550,11865,21662,0
26,20,80,200355,38404,21495,17184,40179,10889,23059,12495,0
26,20,80,1086629,34796,3977,9736,21534,16808,12760,11834,0
26,20,80,112391,776321,234527,486166,58089,82991,91892,70986,0
26,20,80,251892,29983,46072,33743,12676,13728,9101,6974,0
26,20,80,412554,48225,75504,29407,9709,16972,32631,10835,0
26,20,80,195653,49029,8518,15949,20539,8314,10480,12927,0
26,20,80,498728,16509,3967,12366,13999,8110,16069,6205,0
26,20,80,668652,567112,151163,133394,74717,91363,50457,60087,0
26,20,80,973894,11914,35266,20040,5331,20604,78559,5877,0
26,20,80,810055,142710,58076,60765,60305,93673,51163,39414,0
26,20,80,1213382,40395,4381,10148,17546,12895,13964,9579,0
26,20,80,31218,4380,6493,5978,13506,2414,2449,1851,0
26,20,80,520990,35989,19429,10236,20230,11904,15018,12257,0
26,20,80,338017,69142,12726,32819,33093,27012,6841,17974,0
26,20,80,1022156,78400,14620,54030,73575,147970,25927,41979,0
26,20,80,1255257,331575,35391,26015,17715,71311,98499,43563,0
26,20,80,1219789,196975,178109,47583,91518,67003,46944,57723,0
26,20,80,239695,26306,1677,32816,21950,19781,20713,12576,0
26,20,80,2079424,677760,312102,83279,64191,89391,35594,38856,0
26,20,80,78294,25818,3814,28495,14299,23444,23085,10763,0
26,20,80,167389,54752,13935,40796,13106,17928,9394,14825,0
26,20,80,156993,118345,18200,11011,19879,32042,5529,14380,0
26,20,80,174929,68678,4784,15201,38196,7690,9380,6721,0
26,20,80,528016,53212,7683,41907,8572,11452,6781,3435,0
26,20,80,758092,381810,311410,36510,58960,103382,33473,45466,0
26,20,80,284614,51627,17061,53758,40948,32465,17984,9686,0
26,20,80,231339,101765,27247,25620,7520,20018,28432,13734,0
26,20,80,719170,143685,37767,94353,64514,59746,120889,57003,0
26,20,80,104220,132475,44162,5220,28680,25137,26315,9470,0
26,20,80,637337,50347,25960,23385,16939,13166,13402,14358,0
26,20,80,1857687,172970,45839,21094,37774,61347,58468,40498,0
26,20,80,2241699,362914,140125,86814,87001,130640,37679,66089,0
26,20,80,1831304,193303,16237,36950,52880,58285,60187,39220,0
26,20,80,1443968,623542,118175,66618,70257,90288,73270,24326,0
26,20,80,10206,3748,3256,2828,10885,5253,2449,4021,0
26,20,80,315655,49292,4300,49870,7154,11724,13236,22679,0
26,20,80,122835,50199,8786,34053,8033,21415,8130,10148,0
26,20,80,396783,1335802,65516,35582,92837,52667,114680,51017,0
26,20,80,93354,34886,3371,12886,8676,9469,13575,22090,0
26,20,80,2109981,300116,172945,47467,93051,162924,51680,96984,0
26,20,80,811737,205716,196763,252121,79607,43576,45006,33288,0
26,20,80,2498020,397218,111862,81248,57192,39345,69457,66478,0
26,20,80,645523,33634,7354,46041,33660,7555,6754,13542,0
26,20,80,582857,1354070,71696,92769,35485,165180,25818,40419,0
26,20,80,91165,126009,10287,21063,15386,34645,21159,11475,0
26,20,80,954702,46652,16897,14619,26532,16901,18389,7634,0
26,20,80,21677,2524,1346,2175,6338,3004,3860,2277,0
26,20,80,1799073,709078,43244,63250,84223,96009,44617,34762,0
26,20,80,267208,920401,122557,37002,79514,57443,44639,33089,0
26,20,80,510805,34855,6126,28570,17359,10614,15600,9611,0
26,20,80,678446,44141,48947,52842,14146,19190,19362,4692,0
26,20,80,914223,949268,93997,131251,103424,94451,57671,23609,0
26,20,80,944524,189004,64996,58465,55068,46220,33118,30557,0
26,20,80,924998,1122849,47177,57890,78381,66143,51229,38699,0
26,20,80,1398815,353169,174092,92380,78562,82758,21173,38167,0
26,20,80,785860,896519,133937,171241,26415,60712,86049,81537,0
26,20,80,1892788,388233,155565,68669,81270,94146,61194,47824,0
26,20,80,599430,602375,24736,239601,35535,60982,62264,40725,0
26,20,80,391590,293299,133030,55597,32587,153159,143021,81869,0
26,20,80,1013625,867373,156665,78926,72487,63040,76287,40952,0
26,20,80,551864,540478,98712,242694,40912,101274,71328,39103,0
26,20,80,148735,168871,35842,53725,34706,19878,25141,6884,0
26,20,80,1407961,68603,38094,5510,14475,13680,10790,12592,0
26,20,80,107845,40567,27314,21995,28881,16491,11373,5500,0
26,20,80,1716764,413781,174342,56944,55231,38929,43252,31586,0
26,20,80,474218,179314,397550,157188,21639,87105,20727,41373,0
26,20,80,114340,210038,159606,170531,19432,45575,49929,21756,0
26,20,80,124218,61994,11499,42297,7501,14769,10565,9346,0
26,20,80,42287,803897,414356,134359,44072,62064,61752,28328,0
26,20,80,108121,102657,3632,61251,30420,16937,7490,11783,0
26,20,80,28685,8799,1369,6085,2580,2593,4214,1761,0
26,20,80,112079,88201,36654,28444,9209,20902,8329,10704,0
26,20,80,793796,310422,199329,142729,44501,55327,40797,42209,0
26,20,80,87438,86825,5142,14123,18887,20727,14899,8414,0
26,20,80,106572,89273,10445,39025,24142,24753,12574,16747,0
26,20,80,116649,49360,24820,40308,17463,11955,9380,8054,0
26,20,80,112935,52855,93247,27148,15833,11286,14589,9573,0
26,20,80,256404,1234166,42732,182748,108913,74811,85813,45466,0
26,20,80,895601,100358,15843,51645,16660,19305,13335,7400,0
26,20,80,264558,116914,11044,10440,14770,17057,3596,11378,0
26,20,80,1878940,1729889,131146,907280,421535,315666,368484,134734,0
26,20,80,372687,70656,34297,121008,88250,29500,67850,48384,0
26,20,80,554139,59001,3093,64977,30500,8285,20334,10567,0
26,20,80,458110,570210,256413,79161,123468,155276,63193,60798,0
26,20,80,945909,270186,354509,26978,93912,70266,57385,51720,0
26,20,80,1032926,600664,188127,278053,50997,67409,30018,61646,0
26,20,80,660132,139777,3059,54181,19913,17303,13468,3917,0
26,20,80,60970,178723,12473,30122,12830,24323,10827,16330,0
26,20,80,457703,528898,94717,50283,50346,120639,64126,61889,0
26,20,80,894559,889901,177945,210523,13492,112833,101214,74337,0
26,20,80,726038,263810,76350,159250,94624,108706,60567,70941,0
26,20,80,90805,109980,21140,22976,34678,14909,15098,13654,0
26,20,80,1187721,1399204,78964,207565,70505,142160,76039,27692,0
26,20,80,890353,1087489,112370,254455,12475,55516,57338,57492,0
26,20,80,888179,317603,131523,70134,63004,118917,44486,33816,0
26,20,80,181060,68105,3907,16067,31846,23967,12385,8011,0
26,20,80,1220206,1470594,126807,174161,29358,131477,53621,15476,0
26,20,80,257894,859523,178986,237014,45958,57634,55382,66656,0
26,20,80,1587586,373834,30429,115029,123904,105446,43534,31990,0
26,20,80,142842,158763,3226,48851,13362,15226,12743,4789,0
26,20,80,368441,645393,59045,93950,59063,102896,94488,41475,0
26,20,80,1557863,566578,25666,108265,48682,38230,71915,25273,0
26,20,80,831050,196026,115279,96634,35711,166953,79273,59970,0
26,20,80,192706,112589,17796,13674,48325,27273,10074,11461,0
26,20,80,1219277,1236537,1925,190604,36971,83500,67456,13970,0
26,20,80,25405,63674,1845,40316,33889,18286,25494,18198,0
26,20,80,486936,455156,50614,33670,81693,103224,75844,28433,0
26,20,80,931435,764362,42577,104821,38775,100882,40999,58144,0
26,20,80,524256,1025423,86365,93314,162266,61341,60062,23743,0
26,20,80,183472,154465,17527,26715,11414,14693,12935,17421,0
26,20,80,649424,513284,404744,67280,104642,73080,54185,38871,0
26,20,80,548151,245126,204218,127398,50307,159873,34629,49632,0
26,20,80,1729071,337654,200974,133965,39728,63129,61436,77889,0
26,20,80,1436364,436110,88666,67057,39101,76044,82039,34395,0
26,20,80,481145,346815,273438,67515,51824,72960,112115,28214,0
26,20,80,1370925,244194,78070,128188,31664,113559,37630,42079,0
26,20,80,1083982,385089,61564,208478,28804,76279,55940,13749,0
26,20,80,26493,69967,6971,37557,17866,12173,11663,19836,0
26,20,80,151820,250629,77848,112817,85577,54205,44640,42318,0
26,20,80,683206,997506,161160,134001,82012,112678,39048,42315,0
26,20,80,125876,125035,20868,13618,42775,11531,14179,11723,0
26,20,80,1299594,426493,797742,648311,85042,153701,172599,136109,0
26,20,80,66588,30829,5406,23011,10525,12984,17744,3139,0
26,20,80,1030079,254505,56760,34614,97593,107683,74227,40709,0
26,20,80,67130,146060,3429,42373,14300,14949,12317,4905,0
26,20,80,662687,43395,31740,20149,15879,23204,17111,10703,0
26,20,80,147454,804611,391616,153447,43168,117644,58983,33614,0
26,20,80,791571,981605,114268,46923,79549,213686,109927,23807,0
26,20,80,213994,151127,18746,30245,17063,16302,16925,18522,0
26,20,80,393668,29907,24893,6559,9238,16480,20942,11517,0
26,20,80,473821,712284,373405,10203,48037,106642,74429,22298,0
26,20,80,176943,204046,8733,13808,11244,25781,14087,14970,0
26,20,80,261232,122520,63576,27453,20763,15583,7877,5088,0
26,20,80,102234,63162,26635,6141,22412,19087,5606,14458,0
26,20,80,35322,8409,1751,6195,7838,9547,8349,3313,0
26,20,80,514798,769517,43580,161864,38251,75117,73184,24409,0
26,20,80,1399965,689322,188631,197661,55149,40921,34771,88865,0
26,20,80,306144,558833,27225,190048,35492,116857,49875,24356,0
26,20,80,100552,103340,23681,63248,15848,23482,17812,11795,0
26,20,80,648254,318401,83934,65409,73191,99489,47176,34177,0
26,20,80,1617574,1406123,215887,65586,53409,88686,25067,50625,0
26,20,80,2129104,528514,94337,34617,43933,33696,91915,43737,0
26,20,80,857392,587986,80304,88382,30876,61751,72998,51815,0
26,20,80,1671853,636422,49536,267059,59048,39023,60335,47547,0
26,20,80,93896,297700,58600,36483,33067,12883,7172,9576,0
26,20,80,75560,80705,26145,20493,26579,36541,14623,9079,0
26,20,80,177259,680841,106643,193822,138560,67670,47053,31324,0
26,20,80,1188795,233985,172389,201645,49596,65886,59269,42079,0
26,20,80,1142408,1720455,266218,97192,37441,118770,64780,60935,0
26,20,80,126638,128046,19994,12155,41017,21337,5598,13139,0
26,20,80,110306,729043,132840,133360,69528,75966,150510,32014,0
26,20,80,141612,31721,16081,28344,16236,16735,11320,10352,0
26,20,80,574855,415578,50949,138911,55606,57705,35945,70899,0
26,20,80,127828,136945,9810,15434,11185,26640,14232,19531,0
26,20,80,96683,94961,32092,33379,17853,26776,24221,8723,0
26,20,80,235520,575989,146228,132969,60237,61233,69312,35339,0
26,20,80,417393,753231,51782,264015,52738,62689,49840,15543,0
26,20,80,631790,204505,42078,21561,7785,12790,14698,6598,0
26,20,80,162644,113338,12129,18761,19788,15890,21551,12586,0
26,20,80,105844,301519,13255,23049,14299,12632,16224,8729,0
26,20,80,117016,127256,22411,21387,21722,12540,11670,8130,0
26,20,80,222089,31678,7092,9693,24146,16207,31347,7236,0
26,20,80,84713,149713,26729,22640,13652,18808,12142,17843,0
26,20,80,1307182,450139,170467,186490,55121,41826,57195,38128,0
26,20,80,228046,191704,34204,19870,13983,14844,8197,9662,0
26,20,80,19579,6272,965,1949,2709,4070,1591,2379,0
26,20,80,115721,25830,23202,47617,15793,17633,19540,9860,0
26,20,80,215560,1126751,275670,134588,39501,55012,59724,62134,0
26,20,80,642569,492184,109643,182591,83379,103226,89993,29560,0
26,20,80,489276,165247,14632,4605,24771,21466,18298,7624,0
26,20,80,580915,654943,106682,61521,52888,85771,25623,26115,0
26,20,80,137935,1047213,89626,574247,45606,46594,51159,70403,0
26,20,80,578419,504945,227768,145599,27709,60115,95338,54941,0
26,20,80,455621,54568,15166,23280,10253,19810,17271,10989,0
26,20,80,683056,82620,82708,76415,107509,62698,69328,27449,0
26,20,80,136305,83629,13073,65860,14908,27605,8516,14253,0
26,20,80,392234,415930,157487,111153,57822,140417,64926,39529,0
26,20,80,245454,37593,8574,40822,17074,19937,19788,11421,0
26,20,80,689098,373002,105775,181046,61558,54912,49180,19889,0
26,20,80,81407,127803,43580,14873,12713,17196,8250,7346,0
26,20,80,220125,974396,65554,124585,53992,86744,163196,31388,0
26,20,80,417399,35002,73629,37786,21811,12476,18706,6681,0
26,20,80,1382706,1304873,668075,524687,885517,148016,221681,101548,0
26,20,80,1310168,297082,4194,67679,21091,88272,31977,28073,0
26,20,80,526314,241028,57214,153862,41751,69990,46862,14819,0
26,20,80,481203,230235,16303,9945,9862,24686,10739,4921,0
26,20,80,844846,217622,111030,32048,99888,57126,44082,46362,0
26,20,80,839840,399617,11877,63414,60318,32211,45439,12066,0
26,20,80,81876,20067,3724,12814,7208,18475,3917,3688,0
26,20,80,857038,1028772,16610,51703,140083,43963,22371,47554,0
26,20,80,825035,392523,232703,88893,46177,280184,49016,49382,0
26,20,80,599627,873025,200947,54654,54326,178799,58217,13207,0
26,20,80,1595329,88332,324688,199730,27932,57336,30956,63914,0
26,20,80,461296,500399,67194,163702,72416,57482,21190,32211,0
26,20,80,490757,798076,119656,59817,29575,93789,61959,27388,0
26,20,80,1092032,715849,116645,107808,38869,27966,60196,37640,0
26,20,80,1486587,547772,173648,73644,42730,53107,61605,28486,0
26,20,80,108471,26399,55582,38667,16289,35384,19660,18364,0
26,20,80,139486,98841,79506,11528,26079,25279,10276,11057,0
26,20,80,117353,519015,9946,24858,15628,22643,11938,6906,0
26,20,80,455237,653313,17795,47395,62204,118485,145701,36462,0
26,20,80,97126,124876,11661,18981,19874,14557,9220,6537,0
26,20,80,11189,33571,3270,41929,10676,15799,19416,8309,0
26,20,80,131363,214095,1285,28849,11459,21938,5404,7435,0
26,20,80,638528,253628,209963,117060,147157,59999,93431,42352,0
26,20,80,793429,38825,21173,41205,1867,12165,14622,5339,0
26,20,80,931769,79911,21559,13367,14667,18950,15477,6904,0
26,20,80,1953226,919686,71314,70653,39336,38982,109223,35125,0
26,20,80,2255214,714332,84209,55737,46987,38803,32786,30425,0
26,20,80,856469,54990,14509,28435,7028,19806,4945,8501,0
26,20,80,1846327,590849,109974,79057,62859,109887,59581,29944,0
26,20,80,103287,44385,20174,9150,10065,7182,5629,4643,0
26,20,80,159775,124224,6039,31675,34084,13967,7462,10932,0
26,20,80,1126069,194025,48424,27833,165214,103422,29220,23035,0
26,20,80,629584,227421,67814,131363,85344,109053,42942,33084,0
26,20,80,32507,44796,34356,5896,26836,16925,14026,19736,0
26,20,80,49075,14359,9470,9880,8380,9141,5044,5550,0
26,20,80,2904784,120348,110584,78906,39122,71935,34763,23399,0
26,20,80,699160,415809,432693,114853,131161,60378,44331,51644,0
26,20,80,491196,196223,106850,128139,19073,44926,41493,36190,0
26,20,80,620572,549577,29955,182968,34211,106180,31335,63022,0
26,20,80,649167,43363,8266,22773,30305,11186,10043,2912,0
26,20,80,1646232,1069061,87525,51553,52012,65385,38687,21235,0
26,20,80,679593,831876,194538,47436,42058,69834,33839,17634,0
26,20,80,107508,90115,1529,14391,14658,14504,25892,13398,0
26,20,80,866284,77248,6074,5288,12700,15478,24571,7007,0
26,20,80,141794,179118,49952,27065,13594,13531,11190,15879,0
26,20,80,2284953,2366509,171801,34660,75111,57794,49880,19170,0
26,20,80,133221,234474,10870,57837,14278,19248,14692,9924,0
26,20,80,1007085,407579,248535,107657,54595,52218,49816,29094,0
26,20,80,2098409,98782,37011,70771,57738,64667,31663,46801,0
26,20,80,1231503,422337,42557,171510,24059,64824,52652,51910,0
26,20,80,1214824,253014,17198,112205,55143,103542,67057,39726,0
26,20,80,196529,102054,36968,15707,44935,24546,23355,8990,0
26,20,80,732621,318549,158789,79846,153194,33675,42891,37153,0
26,20,80,482960,502805,76658,112305,95575,54463,41639,26862,0
26,20,80,666568,102335,41024,38494,29046,16098,9048,7524,0
26,20,80,551421,427190,257745,213327,70395,47332,79811,45645,0
26,20,80,826810,33256,4955,25105,21700,12593,9866,11937,0
26,20,80,904983,1384630,60310,124399,87472,70872,24831,32473,0
26,20,80,316565,1581912,141181,155281,48083,55777,28584,23871,0
26,20,80,936130,641623,85793,108262,33537,45466,30944,14876,0
26,20,80,652292,156586,35521,18590,4972,11737,4845,7449,0
26,20,80,75380,15916,11061,14623,13482,19754,24759,10457,0
26,20,80,586867,670683,151838,71320,95036,45508,41972,27606,0
26,20,80,573871,542948,284682,224450,43638,71196,64025,32542,0
26,20,80,1070263,54049,15648,29628,30001,59325,49518,39689,0
26,20,80,162628,232218,70682,206223,176233,131577,63976,26079,0
26,20,80,1727965,646567,112138,59983,28348,92480,58857,36060,0
26,20,80,329454,608113,198703,292573,43872,87724,59136,18324,0
26,20,80,1006354,641514,33818,247902,43607,94867,80921,59102,0
26,20,80,1383605,149451,39923,30635,24301,72384,117804,28418,0
26,20,80,387455,214295,150971,247095,107130,54010,58750,32895,0
26,20,80,106591,23713,32373,25825,14737,13802,18198,9219,0
26,20,80,375348,376596,62228,57991,71063,34825,77591,53883,0
26,20,80,179329,98570,13416,17687,17229,13882,7355,12749,0
26,20,80,357630,1086596,233651,196162,89064,72523,26874,28755,0
26,20,80,152474,414140,258546,50744,84978,40870,55527,39682,0
26,20,80,1129783,254351,47969,110135,35587,69938,39497,47239,0
26,20,80,55364,143160,1395,12713,5486,13370,14463,7838,0
26,20,80,166047,134704,20668,34228,30120,19485,8562,9677,0
26,20,80,242227,49588,11401,27647,30691,20561,16273,14011,0
26,20,80,783759,87515,276997,99200,26331,82085,52864,31321,0
26,20,80,558024,627410,252425,156317,106142,71110,29115,47270,0
26,20,80,1716612,198094,20784,65037,45750,100164,44554,56324,0
26,20,80,842779,303322,125079,118148,79005,83064,19657,46626,0
26,20,80,343801,832100,44472,211468,30386,80994,29278,25250,0
26,20,80,367772,470895,17473,88336,64738,90082,31463,75926,0
26,20,80,1606671,207074,15542,66101,31672,74492,44231,19289,0
26,20,80,76278,96396,19198,16305,20026,30302,8136,6849,0
26,20,80,1805357,1214578,53046,55429,80440,41222,31895,30302,0
26,20,80,466288,372821,95416,106920,101303,33130,18860,24720,0
26,20,80,2423538,600341,14440,46319,173930,69644,19790,33991,0
26,20,80,95004,29675,11249,12655,10565,7372,20429,14374,0
26,20,80,170132,55631,5992,45918,11953,6986,10182,12231,0
26,20,80,930274,507204,229677,352103,25845,44140,78303,54385,0
26,20,80,630388,39990,16350,17896,28886,10629,8353,7290,0
26,20,80,1219431,469139,26735,71095,122983,109620,46920,40670,0
26,20,80,650631,299126,239947,209229,34740,49019,40589,51249,0
26,20,80,454879,652432,58060,151203,189954,58840,80945,66435,0
26,20,80,522825,60643,60450,20566,14933,12358,10745,8113,0
26,20,80,164215,89866,20280,4783,7213,18779,27082,11144,0
